age,country,visa_type,employment_status,financial_support,travel_history,purpose,duration,sponsorship,risk_score,risk_flag
57,Kenya,Work,Employed,11104,4,Employment,230,Yes,2.5,0
41,Kenya,Student,Student,8483,2,Education,42,No,3.0,0
28,India,Business,Employed,3448,1,Business Meeting,24,Yes,2.0,0
52,Nigeria,Work,Unemployed,1526,1,Employment,246,Yes,5.5,1
24,UK,Tourist,Student,2601,1,Leisure,7,Yes,0.0,0
24,UK,Business,Employed,7556,1,Business Meeting,39,No,1.0,0
51,Germany,Student,Student,9548,1,Education,42,Yes,0.0,0
52,Egypt,Work,Self-Employed,4027,3,Employment,102,Yes,2.5,0
29,UK,Business,Employed,3221,1,Business Meeting,11,Yes,0.0,0
19,Kenya,Work,Employed,2000,2,Employment,247,Yes,2.5,0
52,UK,Business,Self-Employed,6163,2,Business Meeting,41,No,1.0,0
26,India,Tourist,Employed,10171,3,Leisure,10,No,3.0,0
59,UK,Work,Employed,7543,5,Employment,100,Yes,0.5,0
52,Ghana,Work,Student,7245,3,Employment,193,Yes,2.5,0
21,Kenya,Tourist,Employed,12338,5,Leisure,19,No,3.0,0
23,South Africa,Student,Employed,9347,1,Education,24,No,2.0,0
20,Ghana,Business,Employed,2536,2,Business Meeting,30,No,3.0,0
32,Ghana,Tourist,Employed,7627,6,Family Visit,22,Yes,2.0,0
23,South Africa,Student,Employed,2840,5,Education,31,No,2.0,0
19,USA,Tourist,Student,5937,1,Leisure,15,No,1.0,0
19,Nigeria,Tourist,Employed,7590,3,Leisure,14,Yes,3.0,0
48,Kenya,Tourist,Employed,8340,1,Family Visit,24,Yes,2.0,0
19,Egypt,Work,Self-Employed,6955,0,Employment,146,Yes,3.0,0
42,USA,Tourist,Student,2000,4,Family Visit,10,No,1.0,0
28,Germany,Tourist,Employed,9081,1,Leisure,11,No,1.0,0
52,Egypt,Business,Employed,3724,3,Business Meeting,49,No,3.0,0
27,India,Work,Student,2000,2,Employment,111,Yes,2.5,0
50,Germany,Tourist,Employed,7635,3,Family Visit,20,Yes,0.0,0
47,UK,Tourist,Employed,4950,6,Leisure,14,Yes,0.0,0
33,Germany,Business,Employed,5617,7,Business Meeting,27,No,1.0,0
51,USA,Student,Employed,7263,3,Education,26,No,1.0,0
25,Egypt,Work,Employed,2792,1,Employment,153,Yes,2.5,0
50,Germany,Work,Self-Employed,2000,0,Employment,208,Yes,1.0,0
60,USA,Tourist,Employed,3867,2,Leisure,18,No,1.0,0
20,UK,Tourist,Unemployed,795,0,Leisure,7,No,5.0,1
44,Kenya,Business,Unemployed,1121,3,Business Meeting,34,No,6.5,1
57,Nigeria,Work,Employed,10070,4,Employment,207,Yes,3.5,0
35,Nigeria,Tourist,Self-Employed,7928,2,Family Visit,18,Yes,3.0,0
25,South Africa,Tourist,Employed,6795,2,Family Visit,10,No,2.0,0
53,Ghana,Business,Employed,11936,4,Business Meeting,9,No,3.0,0
30,South Africa,Business,Student,8013,3,Business Meeting,34,Yes,1.0,0
43,India,Student,Employed,2000,4,Education,4,No,3.0,0
43,Ghana,Student,Student,7338,2,Education,47,No,3.0,0
44,Germany,Student,Employed,3403,1,Education,29,Yes,0.0,0
26,UK,Student,Student,5029,1,Education,26,No,1.0,0
31,UK,Tourist,Employed,8766,8,Family Visit,13,Yes,0.0,0
42,Nigeria,Student,Self-Employed,6337,1,Education,45,No,4.0,1
40,Ghana,Student,Student,7702,4,Education,28,No,3.0,0
29,Nigeria,Business,Student,8666,3,Business Meeting,35,No,4.0,1
39,USA,Work,Employed,5550,2,Employment,113,Yes,0.5,0
60,Nigeria,Tourist,Employed,2000,1,Family Visit,10,No,4.0,1
36,Germany,Tourist,Student,7359,1,Leisure,9,No,1.0,0
50,South Africa,Work,Student,4829,2,Employment,176,Yes,1.5,0
39,Germany,Work,Employed,4495,0,Employment,165,Yes,1.0,0
39,Nigeria,Tourist,Employed,11252,5,Leisure,7,No,4.0,1
33,Germany,Work,Self-Employed,5168,2,Employment,145,Yes,0.5,0
40,Kenya,Work,Student,9116,2,Employment,105,Yes,2.5,0
55,Germany,Student,Student,2000,3,Education,24,Yes,0.0,0
27,Kenya,Tourist,Employed,9848,2,Family Visit,12,No,3.0,0
52,India,Tourist,Unemployed,2217,4,Leisure,7,Yes,4.0,1
58,India,Work,Employed,5933,2,Employment,262,Yes,2.5,0
43,Ghana,Student,Self-Employed,5160,1,Education,31,Yes,2.0,0
20,UK,Tourist,Self-Employed,5876,0,Family Visit,26,No,1.5,0
42,USA,Tourist,Employed,2000,5,Family Visit,26,No,1.0,0
18,South Africa,Tourist,Self-Employed,11714,0,Leisure,10,No,2.5,0
55,Nigeria,Tourist,Employed,7886,2,Family Visit,13,Yes,3.0,0
56,Ghana,Tourist,Employed,7830,4,Family Visit,25,No,3.0,0
34,Pakistan,Student,Student,7314,3,Education,26,No,4.0,1
18,UK,Work,Employed,3120,1,Employment,201,Yes,0.5,0
40,Egypt,Work,Student,2417,0,Employment,160,Yes,3.0,0
37,India,Tourist,Student,6553,2,Family Visit,7,Yes,2.0,0
32,Germany,Work,Employed,9429,4,Employment,242,Yes,0.5,0
39,Pakistan,Tourist,Employed,5587,4,Family Visit,14,Yes,3.0,0
31,Ghana,Work,Employed,3347,1,Employment,170,Yes,2.5,0
35,Pakistan,Student,Employed,6192,2,Education,44,Yes,3.0,0
20,Germany,Student,Employed,3969,2,Education,8,No,1.0,0
41,Nigeria,Tourist,Student,5009,2,Family Visit,24,Yes,3.0,0
45,UK,Business,Self-Employed,7258,2,Business Meeting,21,No,1.0,0
24,South Africa,Tourist,Student,3030,0,Family Visit,12,No,2.5,0
20,Nigeria,Work,Student,6578,1,Employment,233,Yes,3.5,0
51,Nigeria,Work,Employed,2857,2,Employment,217,Yes,3.5,0
56,UK,Tourist,Student,6282,2,Leisure,19,No,1.0,0
22,Pakistan,Student,Self-Employed,10779,2,Education,18,Yes,3.0,0
31,Ghana,Student,Student,3011,1,Education,48,No,3.0,0
50,UK,Work,Employed,2605,2,Employment,180,Yes,0.5,0
49,India,Business,Employed,3428,0,Business Meeting,23,No,3.5,0
57,Ghana,Work,Self-Employed,6581,1,Employment,179,Yes,2.5,0
36,Germany,Tourist,Employed,9120,2,Family Visit,16,No,1.0,0
51,Nigeria,Business,Student,4907,0,Business Meeting,10,No,4.5,1
48,Kenya,Work,Employed,5396,3,Employment,105,Yes,2.5,0
32,Kenya,Student,Unemployed,1793,3,Education,30,Yes,4.0,1
60,India,Student,Employed,7993,0,Education,41,No,3.5,0
21,Egypt,Student,Self-Employed,4839,0,Education,34,No,3.5,0
36,India,Student,Employed,2000,2,Education,37,No,3.0,0
34,Pakistan,Work,Employed,7793,2,Employment,193,Yes,3.5,0
54,Egypt,Business,Student,2000,1,Business Meeting,24,No,3.0,0
60,UK,Student,Student,6107,2,Education,32,No,1.0,0
47,Egypt,Tourist,Student,2000,1,Family Visit,7,Yes,2.0,0
55,USA,Business,Unemployed,1114,1,Business Meeting,10,No,4.5,1
39,Ghana,Tourist,Employed,8096,3,Family Visit,15,No,3.0,0
29,Kenya,Work,Employed,2031,2,Employment,269,Yes,2.5,0
36,Kenya,Work,Student,7803,0,Employment,291,Yes,3.0,0
43,UK,Tourist,Employed,4198,5,Leisure,7,No,1.0,0
27,Pakistan,Business,Unemployed,546,0,Business Meeting,14,No,8.0,1
19,UK,Business,Employed,4947,3,Business Meeting,22,Yes,0.0,0
32,South Africa,Work,Employed,7777,0,Employment,217,Yes,2.0,0
41,Egypt,Work,Student,4054,3,Employment,169,Yes,2.5,0
26,South Africa,Tourist,Student,2009,1,Family Visit,12,No,2.0,0
44,USA,Tourist,Self-Employed,6242,2,Family Visit,12,No,1.0,0
27,South Africa,Business,Employed,6917,1,Business Meeting,49,No,2.0,0
45,Ghana,Student,Employed,2000,3,Education,34,No,3.0,0
42,Egypt,Student,Employed,2197,0,Education,32,Yes,2.5,0
18,Kenya,Business,Student,8587,0,Business Meeting,24,Yes,2.5,0
30,Ghana,Student,Employed,10523,4,Education,23,No,3.0,0
34,India,Work,Student,8262,1,Employment,257,Yes,2.5,0
52,UK,Work,Employed,9916,1,Employment,91,Yes,0.5,0
50,Germany,Student,Unemployed,1005,1,Education,11,Yes,3.5,0
28,Nigeria,Business,Student,3606,0,Business Meeting,50,Yes,3.5,0
45,South Africa,Business,Self-Employed,8150,3,Business Meeting,1,No,2.0,0
25,Nigeria,Business,Employed,12609,3,Business Meeting,39,Yes,3.0,0
57,Kenya,Student,Student,6377,2,Education,37,No,3.0,0
21,Nigeria,Tourist,Employed,2507,2,Leisure,13,No,4.0,1
23,Germany,Student,Unemployed,859,2,Education,26,Yes,3.5,0
21,USA,Business,Employed,8284,3,Business Meeting,48,Yes,0.0,0
30,South Africa,Business,Unemployed,727,2,Business Meeting,9,No,5.5,1
41,Nigeria,Work,Unemployed,945,4,Employment,147,Yes,7.0,1
19,Germany,Business,Employed,7906,3,Business Meeting,49,No,1.0,0
28,UK,Tourist,Student,5976,1,Family Visit,7,No,1.0,0
44,UK,Work,Employed,7436,5,Employment,217,Yes,0.5,0
19,USA,Tourist,Student,9593,1,Family Visit,16,No,1.0,0
42,Pakistan,Tourist,Self-Employed,2625,1,Leisure,7,No,4.0,1
19,Germany,Business,Self-Employed,5976,2,Business Meeting,32,No,1.0,0
22,Germany,Work,Employed,6086,0,Employment,161,Yes,1.0,0
32,Pakistan,Tourist,Self-Employed,4543,6,Family Visit,12,No,4.0,1
30,Ghana,Student,Self-Employed,4347,3,Education,70,No,3.0,0
52,Pakistan,Tourist,Employed,7606,4,Leisure,7,No,4.0,1
24,Ghana,Tourist,Unemployed,1598,3,Leisure,11,No,5.0,1
45,Kenya,Work,Student,7364,2,Employment,221,Yes,2.5,0
26,USA,Business,Employed,3819,0,Business Meeting,45,No,1.5,0
42,USA,Tourist,Employed,3513,5,Family Visit,22,Yes,0.0,0
36,South Africa,Student,Employed,7774,0,Education,53,Yes,1.5,0
55,Ghana,Student,Employed,6312,5,Education,43,No,3.0,0
50,Germany,Tourist,Self-Employed,6526,0,Leisure,15,No,1.5,0
21,Germany,Work,Employed,10048,2,Employment,207,Yes,0.5,0
24,Germany,Business,Employed,5999,3,Business Meeting,56,Yes,0.0,0
47,Ghana,Business,Unemployed,773,2,Business Meeting,18,Yes,5.5,1
22,Ghana,Tourist,Student,6044,1,Leisure,9,No,3.0,0
52,Egypt,Work,Employed,2000,5,Employment,144,Yes,2.5,0
34,Kenya,Business,Employed,5946,1,Business Meeting,13,No,3.0,0
56,Pakistan,Business,Employed,2000,3,Business Meeting,16,No,4.0,1
52,Kenya,Work,Student,2000,2,Employment,49,Yes,2.0,0
29,South Africa,Student,Employed,7908,2,Education,35,No,2.0,0
46,Egypt,Tourist,Employed,3888,3,Family Visit,8,No,3.0,0
47,India,Business,Student,3851,2,Business Meeting,8,No,3.0,0
33,Pakistan,Business,Employed,2000,1,Business Meeting,35,No,4.0,1
41,Nigeria,Tourist,Employed,4917,5,Leisure,12,Yes,3.0,0
29,Ghana,Work,Unemployed,879,1,Employment,235,Yes,6.0,1
28,USA,Tourist,Self-Employed,4826,0,Family Visit,7,Yes,0.5,0
52,USA,Business,Self-Employed,4864,0,Business Meeting,42,No,1.5,0
54,UK,Work,Student,3692,2,Employment,123,Yes,0.5,0
59,South Africa,Work,Employed,3409,5,Employment,80,Yes,1.0,0
26,Egypt,Student,Employed,11954,2,Education,15,No,3.0,0
20,Egypt,Student,Employed,6513,3,Education,32,No,3.0,0
36,South Africa,Tourist,Self-Employed,9472,1,Leisure,22,No,2.0,0
39,Nigeria,Tourist,Self-Employed,8004,3,Leisure,7,No,4.0,1
45,South Africa,Student,Employed,8664,5,Education,43,Yes,1.0,0
37,Ghana,Student,Student,8531,0,Education,24,No,3.5,0
58,South Africa,Tourist,Unemployed,500,2,Family Visit,27,No,5.5,1
50,South Africa,Business,Self-Employed,6380,0,Business Meeting,41,No,2.5,0
59,Nigeria,Business,Employed,7349,4,Business Meeting,11,No,4.0,1
52,Kenya,Business,Employed,5555,3,Business Meeting,45,No,3.0,0
60,South Africa,Work,Employed,3588,1,Employment,252,Yes,1.5,0
46,Egypt,Student,Employed,5055,4,Education,24,Yes,2.0,0
22,Egypt,Business,Employed,4482,4,Business Meeting,68,No,3.0,0
52,UK,Work,Student,3693,1,Employment,186,Yes,0.5,0
45,Egypt,Business,Student,5753,2,Business Meeting,57,Yes,2.0,0
38,Ghana,Work,Employed,8210,4,Employment,211,Yes,2.5,0
59,Nigeria,Student,Unemployed,853,4,Education,0,Yes,6.5,1
58,Ghana,Work,Employed,6214,6,Employment,138,Yes,2.5,0
19,Germany,Student,Student,5866,1,Education,27,No,1.0,0
39,Egypt,Business,Employed,2000,6,Business Meeting,41,Yes,2.0,0
28,India,Student,Student,3377,2,Education,21,Yes,2.0,0
41,USA,Student,Employed,3362,4,Education,27,No,1.0,0
47,UK,Business,Employed,5215,2,Business Meeting,14,No,1.0,0
36,Egypt,Work,Unemployed,500,2,Employment,352,Yes,6.0,1
52,Ghana,Student,Student,6896,1,Education,47,No,3.0,0
30,Kenya,Tourist,Employed,11845,1,Leisure,12,Yes,2.0,0
29,USA,Student,Student,4428,2,Education,58,No,1.0,0
39,Ghana,Business,Employed,10988,2,Business Meeting,49,No,3.0,0
55,UK,Work,Student,9537,1,Employment,254,Yes,0.5,0
39,Kenya,Student,Employed,11267,1,Education,20,No,3.0,0
24,South Africa,Business,Employed,8083,1,Business Meeting,8,Yes,1.0,0
51,Pakistan,Student,Self-Employed,2000,2,Education,33,No,4.0,1
38,South Africa,Tourist,Unemployed,948,2,Family Visit,10,No,5.5,1
34,Germany,Work,Employed,2682,4,Employment,230,Yes,0.5,0
58,Germany,Tourist,Student,5833,2,Leisure,16,No,1.0,0
48,India,Business,Employed,2000,2,Business Meeting,39,Yes,2.0,0
55,USA,Work,Employed,3348,0,Employment,166,Yes,1.0,0
23,Nigeria,Student,Employed,6580,2,Education,8,No,4.0,1
36,USA,Business,Employed,8757,1,Business Meeting,14,No,1.0,0
24,Kenya,Work,Student,8149,1,Employment,249,Yes,2.5,0
57,USA,Work,Student,2000,2,Employment,172,Yes,0.5,0
51,Pakistan,Tourist,Employed,9325,3,Family Visit,21,No,4.0,1
20,USA,Tourist,Self-Employed,8932,4,Family Visit,13,No,1.0,0
59,Ghana,Tourist,Employed,6322,3,Leisure,9,Yes,2.0,0
29,USA,Business,Employed,2000,4,Business Meeting,46,No,1.0,0
55,India,Business,Employed,2004,2,Business Meeting,5,No,3.0,0
48,Ghana,Tourist,Employed,6538,3,Leisure,26,Yes,2.0,0
51,South Africa,Student,Employed,6691,1,Education,18,No,2.0,0
53,USA,Business,Employed,12428,1,Business Meeting,51,No,1.0,0
50,Egypt,Business,Student,6733,0,Business Meeting,42,No,3.5,0
35,Pakistan,Student,Student,3153,0,Education,86,Yes,3.5,0
50,USA,Student,Self-Employed,9703,2,Education,36,No,1.0,0
52,Germany,Student,Student,7321,0,Education,27,No,1.5,0
38,USA,Student,Employed,13581,3,Education,24,Yes,0.0,0
25,Egypt,Tourist,Student,5418,0,Family Visit,31,No,3.5,0
26,Nigeria,Tourist,Student,7080,0,Leisure,7,Yes,3.5,0
41,Germany,Work,Employed,9426,4,Employment,148,Yes,0.5,0
22,Kenya,Work,Employed,2461,4,Employment,231,Yes,2.5,0
38,India,Student,Employed,7396,2,Education,30,Yes,2.0,0
48,USA,Tourist,Employed,2712,6,Family Visit,11,No,1.0,0
24,Ghana,Student,Employed,2000,0,Education,21,No,3.5,0
57,South Africa,Business,Employed,2000,1,Business Meeting,33,No,2.0,0
27,Pakistan,Business,Self-Employed,8960,1,Business Meeting,43,No,4.0,1
45,Kenya,Business,Student,3506,4,Business Meeting,50,No,3.0,0
59,Germany,Business,Employed,3327,1,Business Meeting,0,Yes,0.0,0
50,USA,Work,Self-Employed,4935,1,Employment,122,Yes,0.5,0
31,Germany,Tourist,Employed,3689,6,Leisure,17,No,1.0,0
26,India,Work,Student,3406,2,Employment,235,Yes,2.5,0
30,Ghana,Work,Student,5137,0,Employment,167,Yes,3.0,0
58,Nigeria,Student,Unemployed,500,4,Education,19,Yes,6.5,1
23,Nigeria,Work,Employed,3271,0,Employment,263,Yes,4.0,1
28,Pakistan,Work,Student,4649,0,Employment,237,Yes,4.0,1
40,Pakistan,Tourist,Employed,2327,2,Family Visit,7,No,4.0,1
60,India,Business,Employed,7644,4,Business Meeting,31,Yes,2.0,0
48,USA,Business,Employed,8380,4,Business Meeting,16,No,1.0,0
53,USA,Student,Employed,7068,4,Education,30,No,1.0,0
20,Egypt,Student,Employed,2000,4,Education,9,Yes,2.0,0
42,Pakistan,Work,Student,5326,2,Employment,239,Yes,3.5,0
21,UK,Work,Student,7848,0,Employment,197,Yes,1.0,0
59,India,Business,Employed,6644,3,Business Meeting,24,No,3.0,0
30,Kenya,Business,Student,6629,3,Business Meeting,49,No,3.0,0
59,Egypt,Work,Self-Employed,5071,4,Employment,168,Yes,2.5,0
38,Nigeria,Work,Employed,8211,4,Employment,162,Yes,3.5,0
54,Egypt,Work,Student,5130,3,Employment,190,Yes,2.5,0
24,Ghana,Business,Student,4425,0,Business Meeting,2,No,3.5,0
22,Egypt,Student,Employed,3588,2,Education,38,No,3.0,0
28,Kenya,Student,Unemployed,1176,0,Education,20,No,7.0,1
54,Kenya,Work,Employed,4660,1,Employment,175,Yes,2.5,0
35,Germany,Business,Employed,8171,4,Business Meeting,25,No,1.0,0
49,Pakistan,Work,Employed,2536,3,Employment,108,Yes,3.5,0
36,UK,Work,Self-Employed,6608,0,Employment,163,Yes,1.0,0
39,Egypt,Student,Student,3741,0,Education,52,No,3.5,0
57,Pakistan,Tourist,Employed,6979,2,Family Visit,22,No,4.0,1
46,Egypt,Tourist,Employed,7926,2,Leisure,8,No,3.0,0
21,Ghana,Student,Employed,4718,1,Education,42,No,3.0,0
51,Pakistan,Business,Student,7218,3,Business Meeting,52,Yes,3.0,0
26,USA,Work,Employed,3910,4,Employment,293,Yes,0.5,0
24,Nigeria,Work,Student,8802,1,Employment,97,Yes,3.5,0
21,UK,Work,Employed,2594,3,Employment,164,Yes,0.5,0
34,Nigeria,Business,Unemployed,849,3,Business Meeting,12,No,7.5,1
51,Pakistan,Business,Employed,8213,1,Business Meeting,20,Yes,3.0,0
60,USA,Student,Employed,3994,6,Education,97,No,1.5,0
21,UK,Tourist,Employed,7743,2,Family Visit,14,No,1.0,0
42,Kenya,Tourist,Student,2670,1,Family Visit,7,Yes,2.0,0
40,India,Work,Self-Employed,4299,5,Employment,304,Yes,2.5,0
23,Egypt,Tourist,Student,4647,0,Leisure,7,No,3.5,0
40,Egypt,Tourist,Employed,10128,5,Leisure,7,No,3.0,0
30,South Africa,Tourist,Unemployed,910,1,Leisure,11,No,5.5,1
44,Egypt,Business,Employed,4786,1,Business Meeting,27,No,3.0,0
23,Pakistan,Tourist,Employed,7591,2,Leisure,9,No,4.0,1
25,Ghana,Work,Employed,11927,3,Employment,175,Yes,2.5,0
44,Pakistan,Business,Student,9081,0,Business Meeting,29,Yes,3.5,0
56,India,Tourist,Employed,2000,3,Family Visit,19,No,3.0,0
29,Ghana,Tourist,Employed,8621,4,Leisure,7,No,3.0,0
60,USA,Business,Self-Employed,10095,3,Business Meeting,26,Yes,0.0,0
31,Egypt,Tourist,Employed,3097,1,Leisure,11,No,3.0,0
31,USA,Tourist,Unemployed,515,5,Family Visit,10,No,4.5,1
51,Germany,Tourist,Employed,4240,1,Family Visit,9,Yes,0.0,0
36,India,Tourist,Student,6398,3,Family Visit,10,No,3.0,0
39,Ghana,Tourist,Employed,3112,2,Family Visit,14,No,3.0,0
56,Ghana,Student,Employed,5155,2,Education,-6,Yes,2.0,0
30,Egypt,Student,Self-Employed,7995,1,Education,46,No,3.0,0
22,UK,Tourist,Student,3817,1,Leisure,7,No,1.0,0
56,Egypt,Student,Employed,4883,7,Education,53,No,3.0,0
19,Pakistan,Tourist,Employed,6778,4,Family Visit,14,Yes,3.0,0
30,Germany,Business,Self-Employed,2863,3,Business Meeting,15,No,1.0,0
41,South Africa,Business,Employed,6485,4,Business Meeting,5,No,2.0,0
19,Kenya,Student,Self-Employed,4457,1,Education,44,No,3.0,0
19,Ghana,Work,Self-Employed,6876,3,Employment,344,Yes,2.5,0
45,Nigeria,Tourist,Employed,2000,4,Leisure,21,No,4.0,1
49,South Africa,Student,Employed,3177,2,Education,16,No,2.0,0
46,Nigeria,Tourist,Employed,6823,2,Leisure,12,No,4.0,1
26,Ghana,Student,Employed,4480,5,Education,6,No,3.0,0
39,India,Student,Employed,7457,2,Education,18,No,3.0,0
32,Nigeria,Student,Employed,4547,1,Education,42,Yes,3.0,0
57,Nigeria,Student,Self-Employed,10546,1,Education,41,No,4.0,1
54,Pakistan,Business,Employed,9768,2,Business Meeting,32,No,4.0,1
57,Germany,Tourist,Employed,5558,0,Family Visit,17,No,1.5,0
29,UK,Work,Employed,8110,0,Employment,239,Yes,1.0,0
26,India,Student,Employed,6104,3,Education,32,Yes,2.0,0
53,Nigeria,Tourist,Student,4038,3,Leisure,11,Yes,3.0,0
44,Nigeria,Work,Employed,9659,4,Employment,221,Yes,3.5,0
35,UK,Tourist,Employed,7423,3,Family Visit,14,No,1.0,0
18,South Africa,Tourist,Student,6568,1,Family Visit,21,No,2.0,0
55,Ghana,Tourist,Student,6134,1,Leisure,18,No,3.0,0
47,Nigeria,Tourist,Employed,8021,5,Leisure,7,No,4.0,1
33,India,Tourist,Employed,7137,2,Leisure,10,No,3.0,0
36,Nigeria,Student,Self-Employed,3424,3,Education,25,No,4.0,1
37,Pakistan,Work,Student,12259,3,Employment,267,Yes,3.5,0
25,Ghana,Work,Employed,2786,2,Employment,117,Yes,2.5,0
45,Egypt,Work,Employed,6418,1,Employment,226,Yes,2.5,0
40,South Africa,Business,Employed,8007,0,Business Meeting,23,No,2.5,0
49,Germany,Tourist,Employed,3015,6,Leisure,12,No,1.0,0
56,Kenya,Business,Employed,2000,4,Business Meeting,2,No,3.0,0
34,Pakistan,Business,Student,8181,2,Business Meeting,52,No,4.0,1
23,Ghana,Student,Employed,5031,3,Education,40,No,3.0,0
48,Ghana,Tourist,Employed,6198,1,Family Visit,19,No,3.0,0
24,UK,Student,Self-Employed,5469,2,Education,41,No,1.0,0
22,Nigeria,Tourist,Employed,2000,2,Family Visit,19,No,4.0,1
34,India,Tourist,Employed,4164,2,Family Visit,8,No,3.0,0
53,South Africa,Tourist,Student,4127,1,Family Visit,15,No,2.0,0
33,USA,Tourist,Employed,6228,3,Leisure,15,Yes,0.0,0
56,Egypt,Tourist,Student,2000,2,Family Visit,19,No,3.0,0
49,Egypt,Business,Student,4321,1,Business Meeting,27,No,3.0,0
58,Pakistan,Work,Unemployed,1246,1,Employment,161,Yes,7.0,1
47,Kenya,Business,Unemployed,550,1,Business Meeting,25,No,6.5,1
56,UK,Student,Employed,10028,3,Education,25,No,1.0,0
27,India,Work,Employed,5842,2,Employment,249,Yes,2.5,0
49,Nigeria,Business,Employed,8354,2,Business Meeting,40,Yes,3.0,0
38,Ghana,Business,Employed,6455,3,Business Meeting,19,No,3.0,0
60,South Africa,Student,Employed,2000,2,Education,41,No,2.0,0
46,Egypt,Tourist,Employed,2000,3,Family Visit,10,Yes,2.0,0
60,UK,Work,Employed,3840,5,Employment,146,Yes,0.5,0
21,Pakistan,Business,Student,2000,1,Business Meeting,29,No,4.0,1
24,Ghana,Tourist,Employed,7989,0,Leisure,17,No,3.5,0
58,Nigeria,Student,Employed,5979,3,Education,41,No,4.0,1
23,South Africa,Work,Employed,11485,0,Employment,128,Yes,2.0,0
54,Egypt,Business,Self-Employed,8199,0,Business Meeting,49,No,3.5,0
46,India,Tourist,Student,10202,1,Family Visit,17,No,3.0,0
19,South Africa,Tourist,Self-Employed,3589,0,Family Visit,33,No,2.5,0
52,Germany,Work,Employed,2000,3,Employment,263,Yes,0.5,0
46,India,Student,Employed,6164,5,Education,20,No,3.0,0
54,Kenya,Business,Self-Employed,9416,1,Business Meeting,15,No,3.0,0
52,Nigeria,Work,Employed,7847,6,Employment,188,Yes,3.5,0
34,Nigeria,Tourist,Employed,2567,4,Family Visit,9,No,4.0,1
29,India,Work,Employed,14807,3,Employment,256,Yes,2.5,0
37,India,Business,Employed,4918,7,Business Meeting,11,No,3.0,0
28,India,Business,Unemployed,1124,1,Business Meeting,25,No,6.5,1
56,Ghana,Business,Employed,8751,2,Business Meeting,30,No,3.0,0
43,Pakistan,Business,Unemployed,500,4,Business Meeting,-8,Yes,6.5,1
55,Nigeria,Student,Employed,8624,2,Education,37,Yes,3.0,0
55,India,Business,Employed,5805,2,Business Meeting,33,No,3.0,0
53,Pakistan,Work,Employed,4646,1,Employment,171,Yes,3.5,0
53,Germany,Work,Employed,8772,3,Employment,270,Yes,0.5,0
40,UK,Tourist,Student,5010,1,Family Visit,15,No,1.0,0
29,UK,Student,Unemployed,1262,1,Education,18,No,4.5,1
58,UK,Student,Student,12624,1,Education,19,No,1.0,0
33,South Africa,Student,Self-Employed,10709,2,Education,5,No,2.0,0
46,Germany,Student,Employed,3297,1,Education,25,No,1.0,0
53,Ghana,Student,Employed,3991,3,Education,6,Yes,2.0,0
55,USA,Work,Student,2000,4,Employment,185,Yes,0.5,0
35,UK,Work,Employed,2000,5,Employment,131,Yes,0.5,0
32,Egypt,Student,Employed,6636,6,Education,35,No,3.0,0
32,South Africa,Tourist,Student,8094,0,Leisure,7,No,2.5,0
48,UK,Work,Self-Employed,4538,3,Employment,198,Yes,0.5,0
46,South Africa,Tourist,Employed,7016,1,Leisure,13,Yes,1.0,0
31,India,Tourist,Employed,7094,5,Leisure,17,No,3.0,0
58,Egypt,Work,Self-Employed,2000,2,Employment,143,Yes,2.5,0
44,Kenya,Tourist,Employed,3515,7,Family Visit,9,No,3.0,0
39,Nigeria,Work,Self-Employed,3806,3,Employment,34,Yes,3.0,0
34,Nigeria,Student,Employed,2244,5,Education,30,Yes,3.0,0
